,identification,Ca_input (mg/L),Mg_input (mg/L),Na_input (mg/L),K_input (mg/L),SO4_input (mg/L),Cl_input (mg/L),HCO3_input (mg/L),CO3_input (mg/L),Ca mMol/L,Mg mMol/L,Na mMol/L,K mMol/L,SO4 mMol/L,Cl mMol/L,HCO3 mMol/L,CO3 mMol/L,GMC,hp_Ca,hp_Mg,hp_Na,hp_K,hp_SO4,hp_Cl,hp_HCO3,hp_CO3,7 hlr (b),7 hlr (b+h),Ca_p,Mg_p,Na_p,K_p,SO4_p,Cl_p,HCO3_p,CO3_p,Catboost (b),Catboost (b+h),Ca_p,Mg_p,Na_p,K_p,SO4_p,Cl_p,HCO3_p,CO3_p,SVM-L (b),SVM-L (b+h),Ca_p,Mg_p,Na_p,K_p,SO4_p,Cl_p,HCO3_p,CO3_p,SVM-P (b),SVM-P (b+h),Ca_p,Mg_p,Na_p,K_p,SO4_p,Cl_p,HCO3_p,CO3_p,SVM-RBF (b),SVM-RBF (b+h)
90,DLPUE2075-110218,70.9278,40.3038,38.6558,3.23905,77.783,73.736,193.06,39.4,1.7697439990000001,1.6582513890000001,1.6814348819999998,0.082843755,0.809767219,2.08,3.164088108,0.656579123,Ca-HCO3,0.37435912299999996,0.324899352,0.300741525,0.001940672,0.044604208,0.30060764100000004,0.65478815,0.08332645,Ca-HCO3,Ca-Mg-HCO3-Cl,0.604354856833895,0.06800033039333757,0.32734954590341603,0.00029526686935155914,2.2958769604160875e-11,1.1639565243686668e-05,0.9999883601538109,2.5798670117865114e-10,Ca-HCO3,Ca-Na-HCO3,0.8143670323055653,0.08781887885726478,0.09756495091226285,0.00024913792490731043,2.58384522214486e-14,4.705466316913608e-14,0.9999999666466791,3.33532479826359e-08,Ca-HCO3,Ca-HCO3,0.46742117636040653,0.265230713129014,0.26729549043617923,5.2620074400368774e-05,0.0001197404050134853,0.01557572002391265,0.9843005940011992,3.945569874444705e-06,Ca-HCO3,Ca-Na-HCO3,0.710610727819715,0.10101826068744223,0.1882107409008581,0.0001602705919850642,1.7821238025952593e-13,3.2445300436016964e-13,0.9999999666369342,3.3362563178406455e-08,Ca-HCO3,Ca-HCO3
91,DLPUE2077-110218,46.4614,21.8255,32.7289,2.2994,28.255,25.808000000000003,170.405,29.55,1.159274415,0.8979839540000001,1.423628902,0.058810741,0.294151328,0.728011283,2.792792055,0.492434342,Na-HCO3,0.326998338,0.192855638,0.480146024,0.003018282,0.013519996000000001,0.07961091,0.906869094,0.295282468,Na-HCO3,Na-Ca-HCO3,0.0346225733881124,0.00014293613910854497,0.9651790231592057,5.5467313573406515e-05,2.874254429566613e-12,2.664665762186797e-12,0.9999999999941279,3.331782799739212e-13,Na-HCO3,Na-HCO3,0.0021588630474418864,2.807650153231611e-07,0.9978408228518112,3.3335731730168564e-08,1.3743463148106162e-14,2.945028457367055e-14,0.9999999499999084,5.0000048414730095e-08,Na-HCO3,Na-HCO3,0.2011573438440332,0.023143392649796975,0.7754899438889311,0.00020931961723873635,1.2380580018543309e-11,2.660623975609989e-11,0.9999998849828436,1.1497816960465918e-07,Na-HCO3,Na-HCO3,7.279339958549902e-10,4.585981165422051e-10,0.9999999652397467,3.357372134619583e-08,1.3743481786263274e-14,2.945034683697387e-14,0.9999999499998036,5.000015314473369e-08,Na-HCO3,Na-HCO3
92,DLPUE5408-041118,108.656,36.2589,57.3363,15.5795,140.168,54.841,297.0,26.0,2.711113329,1.4918288419999999,2.493991971,0.39847001,1.459232115,1.546995769,4.867575718,0.433275563,Ca-HCO3,0.43293701,0.131661896,0.435401094,0.027702835,0.094060481,0.098434992,0.8075045270000001,0.045528171,Ca-HCO3,Ca-Na-HCO3,0.054822000701869794,2.1690098024676023e-05,0.9449482089683929,0.00020810023171256747,5.546745913852638e-14,7.343358507251783e-14,0.9999999999996038,2.673788681699398e-13,Na-HCO3,Na-HCO3,0.9796410427250677,0.00018704850548824131,0.020171738182507126,1.705869368485757e-07,1.655138535056537e-14,2.8920590114640945e-14,0.9999999666666092,3.3333345538007415e-08,Ca-HCO3,Ca-HCO3,0.6566262269839153,0.0030731106345042794,0.3402840141264797,1.664825510090078e-05,7.632475809205175e-13,1.082982000737924e-12,0.9999999666644567,3.333369707957552e-08,Ca-HCO3,Ca-Na-HCO3,0.002033817888008528,5.289199446913298e-08,0.9979660958847874,3.3335209505009657e-08,1.777717602220612e-14,2.956357333295411e-14,0.9999999666666072,3.333334553800726e-08,Na-HCO3,Na-HCO3
93,DLPUE5408-110218,102.294,34.0279,75.1415,13.8935,71.301,79.408,380.0,50.0,2.552372873,1.4000370290000002,3.268475603,0.355347931,0.74228575,2.24,6.227874656,0.833222237,Na-HCO3,0.337795556,0.10034665400000001,0.56185779,0.023267062999999998,0.016292103999999998,0.13221809,0.8514898059999999,0.126608276,Na-HCO3,Na-Ca-HCO3-Cl,0.01157784911130854,2.3920005252307996e-07,0.9884159292003445,5.982488294446948e-06,1.196468317261332e-14,1.1074479338159515e-12,0.9999999999988709,9.616966374858416e-15,Na-HCO3,Na-HCO3,3.926970523218236e-09,2.1086018666210662e-09,0.9999999593042579,3.466016963661215e-08,1.381623723397094e-14,2.9459855062225496e-14,0.9999999500007098,4.999924681431478e-08,Na-HCO3,Na-HCO3,0.12264870587294759,0.0007748405278652739,0.8765658822540033,1.0571345183667526e-05,6.411589701062911e-12,1.206053033070648e-11,0.9999999506105709,4.937095689794466e-08,Na-HCO3,Na-HCO3,4.480363611945408e-12,2.4061093621350968e-12,0.9999999666582637,3.333484967875795e-08,1.3902097106802736e-14,2.947099098287075e-14,0.999999950003606,4.9996350585473956e-08,Na-HCO3,Na-HCO3
94,DLPUE5409-110218,67.6033,17.7001,42.8797,11.534,13.690999999999999,13.895999999999999,300.0,50.0,1.686793253,0.7282493309999999,1.865164434,0.295000038,0.14253144,0.39198871700000004,4.916743149,0.833222237,Na-HCO3,0.356047501,0.065150981,0.578801518,0.050205084000000004,0.00176445,0.010503843,0.987731707,0.8239596240000001,Na-HCO3,Na-Ca-HCO3,0.006678645038059065,6.239564798048385e-07,0.9932755331246682,4.519788079288798e-05,3.2263732347220975e-15,9.756335044426403e-17,0.9999999999999843,1.2374012756749622e-14,Na-HCO3,Na-HCO3,0.03989401175295327,1.9874353529163437e-06,0.9601037614194903,2.3939220363571615e-07,1.9593855323354967e-14,2.0993416277924265e-14,0.9999998999999294,1.0000002994734646e-07,Na-HCO3,Na-HCO3,0.3152510674436781,0.0012930924376300635,0.6833813577361824,7.448238250928542e-05,4.4626533239155415e-14,4.7881172741141905e-14,0.999999899999947,9.999996061557416e-08,Na-HCO3,Na-Ca-HCO3,4.147500084035179e-14,2.2274531718330642e-14,0.9999999666665867,3.333334955445917e-08,1.9593855323354967e-14,2.0993416277924265e-14,0.9999998999999294,1.0000002994734646e-07,Na-HCO3,Na-HCO3
95,DLPUE5409-021016,59.5014,18.1603,32.7362,10.8719,10.728,15.39,274.0,18.0,1.484639952,0.747183707,1.423946435,0.27806579800000003,0.111684851,0.434132581,4.49062541,0.299960005,Ca-HCO3,0.356338782,0.086921524,0.556739694,0.06747959099999999,0.001539634,0.014353336000000001,0.98410703,0.417914344,Na-HCO3,Na-Ca-HCO3,0.0010646133099400262,2.875027407307915e-05,0.9986522585516204,0.00025437786436650347,2.368837556609286e-15,1.881401720834517e-17,0.9999999999999878,9.760827884550894e-15,Na-HCO3,Na-HCO3,0.8026065600280549,0.00012080521198514853,0.19727215891552297,4.758444370599124e-07,1.3743465383351486e-14,2.9450292040827825e-14,0.9999999499998959,5.000006097484086e-08,Ca-HCO3,Ca-HCO3,0.4475787666105186,0.005388791636001901,0.5468006727571758,0.00023176899630379547,2.021986630937612e-13,4.4222004586996716e-13,0.9999999460141555,5.398520001604174e-08,Na-HCO3,Na-Ca-HCO3,1.6098768690776165e-14,2.8629445641134785e-14,0.9999999666666097,3.333334553800747e-08,1.3743522064125069e-14,2.9450481389641397e-14,0.9999999499995773,5.0000379470555796e-08,Na-HCO3,Na-HCO3
96,DLPUE5409-041118,78.4257,19.6225,40.1442,12.7676,11.067,17.973,259.0,34.0,1.956826688,0.807344168,1.7461767240000001,0.326551282,0.11521404199999999,0.506995769,4.244788252,0.566591121,Ca-HCO3,0.4070606,0.067816631,0.525122769,0.056514552,0.001751242,0.021366708999999998,0.976882048,0.641621612,Na-HCO3,Na-Ca-HCO3,0.0026928960533173603,2.058482926008443e-06,0.9972306326756609,7.441278809566222e-05,1.6772347678401425e-14,1.0682106211150002e-15,0.9999999999999661,1.5934955994166568e-14,Na-HCO3,Na-HCO3,0.9793848576861864,0.00019154938482188956,0.020423415588182742,1.773408089885522e-07,1.965813648911414e-14,2.177815481301424e-14,0.9999999000606131,9.993934553616585e-08,Ca-HCO3,Ca-HCO3,0.5489143191798372,0.0018477594939670405,0.4491126423574735,0.0001252789687223716,1.1208853980788218e-12,1.5285795828912795e-12,0.9999999032837897,9.671356066422086e-08,Ca-HCO3,Ca-Na-HCO3,3.005552605617965e-14,1.7497372490880835e-14,0.9999999666666068,3.3333345538007335e-08,1.9644915947380006e-14,2.1607430886569887e-14,0.9999999000372324,9.99627264170226e-08,Na-HCO3,Na-HCO3
97,DLPUE5410-110218,138.08,54.5663,127.773,10.5292,93.789,31.267,525.0,270.0,3.4452817010000003,2.245064801,5.5578200220000005,0.269300711,0.976399184,0.8820028209999999,8.604300511,4.49940008,Na-HCO3,0.277576445,0.117963203,0.604460352,0.006433611999999999,0.015966823,0.016526572,0.967506605,0.9077077490000001,Na-HCO3,Na-Ca-HCO3-CO3,0.15788932459944974,4.293187143449892e-08,0.8421061696063658,4.462862313042468e-06,1.2328465629326175e-12,9.004310868470093e-12,0.9999999122363508,8.775341207096583e-08,Na-HCO3,Na-HCO3,1.226856833416107e-13,6.58867548651224e-14,0.9999999666664344,3.3333376999948936e-08,2.6445116020931275e-14,1.636205693741834e-14,0.9999998999999271,1.0000002994734679e-07,Na-HCO3,Na-HCO3,0.07351080223675412,0.0028910481472448034,0.9235905369639552,7.612652045728766e-06,6.321038547035147e-07,4.3992913459933455e-07,0.9991592544699415,0.0008396734970692658,Na-HCO3,Na-HCO3,1.05634698522275e-08,5.671533089260962e-09,0.9999999468630169,3.6901980037536426e-08,2.6349902250850572e-14,1.6150043633080927e-14,0.9999998999999278,1.0000002994734691e-07,Na-HCO3,Na-HCO3
98,DLPUE5411-110218,81.7974,29.9651,119.87700000000001,12.0477,41.854,19.355999999999998,286.0,26.0,2.040955137,1.232878009,5.214362899,0.308138717,0.435724994,0.5460084629999999,4.687295136,0.433275563,Na-HCO3,0.092617622,0.03288689,0.874495488,0.04057047,0.017541928000000002,0.019825604,0.962632468,0.327735771,Na-HCO3,Na-HCO3,3.967066271102237e-06,1.1837295743837835e-16,0.9999960329334528,2.759250119434836e-13,5.638226348935439e-13,3.7771381662196685e-13,0.9999999999974426,1.6158700567024263e-12,Na-HCO3,Na-HCO3,2.958991738659914e-14,1.5890881723858572e-14,0.999999966666609,3.3333345538007494e-08,1.8311906105798475e-14,2.955897383814629e-14,0.9999999548986993,4.510125282978716e-08,Na-HCO3,Na-HCO3,5.70445319942144e-08,3.3404570449952295e-08,0.9999998572554034,5.229549416812326e-08,2.171795260957078e-14,3.41388874051902e-14,0.9999999498477514,5.0152192621221825e-08,Na-HCO3,Na-HCO3,1.5457962047816658e-14,2.816589246694603e-14,0.9999999666666107,3.333334553800755e-08,1.8522186599551558e-14,2.9456502085045756e-14,0.9999999564021954,4.359775656687479e-08,Na-HCO3,Na-HCO3
99,DLPUE5411-021016,71.5674,21.8953,29.2168,9.381780000000001,25.388,19.36,278.0,26.0,1.785702879,0.9008557909999999,1.270860949,0.239953655,0.264304156,0.546121298,4.556181985,0.433275563,Ca-HCO3,0.510997701,0.128387806,0.360614493,0.029099027000000003,0.006054667,0.020882941000000002,0.973062392,0.3849138,Ca-HCO3,Ca-Na-HCO3,0.06494978763520623,0.002271320054565152,0.9322804314993204,0.0004984608109082336,4.329248759152809e-16,2.551000248919254e-17,0.9999999999999991,4.4276340452356913e-16,Na-HCO3,Na-HCO3,0.999998070705938,5.000163915506604e-08,1.845959082255878e-06,3.3333340537812394e-08,1.3743743601424684e-14,2.945122143470331e-14,0.9999999499983325,5.000162430774568e-08,Ca-HCO3,Ca-HCO3,0.886170972598767,0.00490494622627609,0.10890117825970491,2.2902915252114662e-05,1.4842374182384696e-14,3.251482891710018e-14,0.9999999441547701,5.5845182532150514e-08,Ca-HCO3,Ca-HCO3,0.0037202980596305582,4.065554800359084e-06,0.9962756030212756,3.336429356860469e-08,1.3744651904463397e-14,2.9454255179736285e-14,0.9999999499932288,5.000672803934796e-08,Na-HCO3,Na-HCO3
100,DLPUE5412-021016,82.7912,23.6442,26.7983,8.58837,22.281999999999996,13.4,290.0,50.0,2.065751784,0.972812179,1.165661981,0.219660957,0.231968852,0.37799717899999996,4.752851711,0.833222237,Ca-HCO3,0.605423385,0.13412111300000001,0.260455502,0.01864663,0.004346386,0.010339553000000001,0.985314061,0.7888690270000001,Ca-HCO3,Ca-Na-HCO3,0.5490069192614674,0.021880468451073325,0.42695904510401694,0.0021535671834423,1.223428321358579e-15,1.613128665752466e-17,0.9999999999999931,5.710458570462017e-15,Ca-HCO3,Ca-Na-HCO3,0.9999998165983761,5.0034165448936144e-08,1.0003411791762058e-07,3.333334053459448e-08,1.9593855323354967e-14,2.0993416277924265e-14,0.9999998999999294,1.0000002994734646e-07,Ca-HCO3,Ca-HCO3,0.9697959319118593,0.005154333789244408,0.02503843804090822,1.1296257988128736e-05,1.9641961312788608e-14,2.1024894047339724e-14,0.9999998999999422,1.0000001712321078e-07,Ca-HCO3,Ca-HCO3,0.9743689663964342,0.0003078312552251712,0.025322839676060912,3.626722798160356e-07,1.959385596815944e-14,2.0993416555402835e-14,0.9999998999999294,1.0000002994734647e-07,Ca-HCO3,Ca-HCO3
101,DLPUE5412-110218,95.764,27.9227,42.2681,8.15311,49.349,15.385,390.0,30.0,2.389440591,1.148845916,1.838561296,0.20852850399999998,0.513752394,0.43399153700000004,6.391766093999999,0.499933342,Ca-HCO3,0.494615918,0.114669652,0.39071443,0.013051361000000001,0.011141938,0.007534844000000001,0.981323218,0.369533589,Ca-HCO3,Ca-Na-HCO3,0.07964553448348853,0.00016228346991455447,0.9198647525148183,0.0003274295317786087,1.038839939708947e-15,5.950902070902611e-18,0.999999999999998,9.825120988152132e-16,Na-HCO3,Na-HCO3,0.9999049669658351,5.450070578347857e-08,9.494520011892872e-05,3.333334021288062e-08,4.4247874532094435e-14,1.48792583573273e-14,0.9999999312244169,6.877552412473053e-08,Ca-HCO3,Ca-HCO3,0.7795928401962148,0.004864338843351779,0.21553006032782027,1.2760632613018014e-05,4.4849170287624546e-14,2.1600052296120026e-14,0.9999999218184257,7.818150774977197e-08,Ca-HCO3,Ca-HCO3,0.0020651121261100838,4.0712354876221537e-07,0.9979344474149526,3.3335388378160445e-08,4.412694588286882e-14,1.482099337825933e-14,0.9999999320441363,6.795580485101491e-08,Na-HCO3,Na-HCO3
102,DLQUE2089-280615,14.47,3.513,121.3,5.414,93.35947,27.4,211.46,11.64,0.36104596,0.144538161,5.2762599969999995,0.138471494,0.9719275209999999,0.772919605,3.465648355,0.193974137,Na-HCO3,0.010063919000000001,0.0015991570000000001,0.988336923,0.084289429,0.057333715,0.056716443,0.885949842,0.021588597,Na-HCO3,Na-HCO3,0.0007305730443919326,3.3080309812983612e-18,0.9992694269556028,5.215505582773418e-15,2.3447088053767046e-10,2.1244475316733836e-11,0.9999999997411151,3.16952375727031e-12,Na-HCO3,Na-HCO3,3.094994526188324e-14,1.7992016475841845e-14,0.9999999606649319,3.9335019279760627e-08,2.960753805578344e-14,1.593887645364273e-14,0.9999999666666088,3.333334553800749e-08,Na-HCO3,Na-HCO3,2.387660720895896e-12,1.3773092693631352e-12,0.9999999584149718,4.158126331593476e-08,3.9131228619570756e-09,2.644177317749063e-09,0.9999999588175065,3.46251932202133e-08,Na-HCO3,Na-HCO3,2.963082985533833e-14,1.599847311176925e-14,0.9999999664435362,3.35564182118143e-08,2.9612758363766415e-14,1.5953221163952223e-14,0.9999999666666088,3.333334553800748e-08,Na-HCO3,Na-HCO3
103,DLQUE2089-260616,50.29,13.69,181.1,18.25,128.4108,38.25,223.56,28.08,1.254803134,0.563258589,7.877417027999999,0.466772213,1.336832681,1.078984485,3.663956995,0.46793760799999995,Na-HCO3,0.030327505,0.006088139,0.9635843559999999,0.12379905599999999,0.12312428,0.086132956,0.790742765,0.071722895,Na-HCO3,Na-HCO3,7.822246902206332e-06,9.72846175985229e-20,0.9999921777530978,2.396831445824886e-17,3.4541978066349774e-10,1.857401196575812e-10,0.9999999991815509,2.87289216530709e-10,Na-HCO3,Na-HCO3,2.959322181982488e-14,1.589972123409e-14,0.9999999666484299,3.3351524640583874e-08,2.959277332993903e-14,1.589861680145298e-14,0.999999966666609,3.333334553800749e-08,Na-HCO3,Na-HCO3,4.782471715372892e-14,2.6850246992491638e-14,0.99999996437695,3.562297513772781e-08,3.165225819870226e-10,1.932380496530251e-10,0.9999999660506443,3.343959509925711e-08,Na-HCO3,Na-HCO3,2.9590664074247037e-14,1.5892881485842403e-14,0.9999999666624987,3.3337455929877996e-08,2.9593740877999637e-14,1.590124113475759e-14,0.999999966666609,3.333334553800749e-08,Na-HCO3,Na-HCO3
104,DLQUE2090-260616,2.4859999999999998,1.061,174.7,2.0780000000000003,98.3418,28.11,68.04,99.36,0.062029043,0.043653569,7.599032329,0.053148090999999995,1.023796535,0.792947814,1.115117346,1.655779229,Na-CO3,0.000556201,0.00027032900000000003,0.99917347,0.09272269400000001,0.139155298,0.31009157600000004,0.550753126,0.42305523700000003,Na-HCO3,Na-HCO3-Cl,0.021587143796851605,2.7143204607427497e-19,0.9784128562031463,1.9021169702479555e-15,1.863235941445529e-05,1.9169530149655655e-06,0.003939580218842165,0.9960398704687284,Na-CO3,Na-CO3,3.600426244250156e-14,1.2922378170012946e-14,0.9999999493363356,5.066361526951772e-08,2.903123301004123e-08,1.5379788006543112e-08,3.089316286504773e-08,0.9999999246958161,Na-CO3,Na-CO3,2.0589573571121255e-09,9.77902069018474e-10,0.9999790240105983,2.0972952542035285e-05,0.08885420252410266,0.018350929427499146,0.11005045415279242,0.7827444138956056,Na-CO3,Na-CO3,3.068082493584663e-14,1.7765325441199926e-14,0.9999999616905809,3.8309370619287375e-08,1.3924873795110913e-06,7.201207961877951e-07,1.4630302483074207e-06,0.9999964243615761,Na-CO3,Na-CO3
105,DLQUE2090-161218,2.113,0.0574,178.51,1.6381,109.5443,31.5363,88.29,93.74,0.052722192,0.002361654,7.76475822,0.041896962,1.140421213,0.8895994359999999,1.446997509,1.56212505,Na-CO3,0.000921078,2.09e-06,0.999076836,0.039525862,0.065408644,0.283317673,0.651273683,0.232011878,Na-HCO3,Na-HCO3-Cl,0.583163009376266,1.4584211289384613e-14,0.41683699061818774,5.531590096554573e-12,0.005248341979676514,0.00024369549479909245,0.24856268781532181,0.7459452747102024,Ca-CO3,Ca-Na-CO3,3.605012767515423e-14,1.278982880890717e-14,0.9999999493171728,5.0682778446790113e-08,0.0058311742260550884,0.0001581419118253665,0.26144678035778596,0.7325639035043336,Na-CO3,Na-CO3-HCO3,5.662497892320907e-08,1.9565491691580357e-08,0.9999675316037755,3.2392205753852017e-05,0.2019818925086749,0.07013791445471561,0.3207429313169633,0.40713726171964615,Na-CO3,Na-CO3-HCO3,1.0592574018343541e-11,3.79237614307988e-12,0.9999999499811387,5.0004476283038344e-08,0.011186782801558378,0.00029078701511870504,0.4582843543441028,0.53023807583922,Na-CO3,Na-CO3-HCO3
106,DLQUE2126-060414,26.74,9.18,25.36,6.45,11.0,19.0,183.0,12.0,0.6671989620000001,0.377700062,1.10309937,0.164968809,0.11451653199999999,0.53596615,2.999213321,0.199973337,Na-HCO3,0.22182601600000001,0.068006583,0.710167401,0.07510536799999999,0.002527305,0.041665414,0.9558072809999999,0.15314856,Na-HCO3,Na-Ca-HCO3,0.0023762701058911385,2.0791683878907076e-07,0.9976169378039602,6.5841733098235075e-06,2.0040261597412188e-15,2.531087510877077e-17,0.9999999999999972,8.117510095203656e-16,Na-HCO3,Na-HCO3,2.958991738659914e-14,1.5890881723858572e-14,0.999999966666609,3.3333345538007494e-08,1.3743457641718758e-14,2.945026617877615e-14,0.9999999499999392,5.00000174736765e-08,Na-HCO3,Na-HCO3,0.03751925605134643,0.0005654187428708162,0.9618890649089347,2.6260296848326972e-05,1.3772194789546588e-14,2.945913394789788e-14,0.9999999499911884,5.0008768353910264e-08,Na-HCO3,Na-HCO3,2.95917612895991e-14,1.5895873856498094e-14,0.999999966666609,3.3333345538007494e-08,1.3743457641718758e-14,2.945026617877615e-14,0.9999999499999392,5.00000174736765e-08,Na-HCO3,Na-HCO3
107,DLSAN2281-110916,21.88,7.069,101.3,21.52,71.0647,22.63,202.0,28.0,0.545935426,0.290845505,4.406307813,0.5504075620000001,0.739825727,0.638363893,3.3106070539999997,0.466604453,Na-HCO3,0.022338282999999997,0.006165663,0.971496054,0.402878023,0.04912328,0.046021498,0.904855222,0.174952398,Na-HCO3,Na-HCO3,3.007246184532194e-05,2.997026465589754e-19,0.9999699275381544,1.330869627287025e-16,1.8172751834593477e-13,7.158311663877782e-14,0.999999999998955,7.917201928115446e-13,Na-HCO3,Na-HCO3,4.386214555871583e-14,1.5512497740383535e-14,0.9999999219213088,7.807863177353228e-08,2.9616285870387696e-14,1.5962947056345045e-14,0.9999999666665864,3.3333367985474744e-08,Na-HCO3,Na-HCO3,4.7556046725366905e-14,1.6596687363110223e-14,0.9999999238775331,7.612240272570333e-08,3.808936966200261e-14,2.578114155957456e-14,0.9999999661301053,3.386983072205419e-08,Na-HCO3,Na-HCO3,3.5515057041220844e-14,1.271523022125947e-14,0.9999999499997221,5.000022984603998e-08,2.9618714055688174e-14,1.5969655537070757e-14,0.9999999666664572,3.333349718641198e-08,Na-HCO3,Na-HCO3
108,DLSAN2325-111118,9.522,1.054,256.62,15.105,90.3496,35.9392,163.62,76.76,0.237586706,0.043365562999999996,11.16235648,0.38633393299999996,0.940592987,1.013799718,2.681591714,1.279162778,Na-HCO3,0.002054968,7.020000000000001e-05,0.997874877,0.41364271700000005,0.051369672000000005,0.143528777,0.8051015509999999,0.31220238699999997,Na-HCO3,Na-HCO3,0.0013528848631843373,3.874241792614782e-19,0.9986471151368149,6.293118417208849e-16,4.342887883724672e-08,9.680791976696671e-07,0.9999921755706981,6.812921225467872e-06,Na-HCO3,Na-HCO3,2.625106439501809e-14,1.594466126730847e-14,0.9999998999999279,1.0000002990268753e-07,2.1495900483417064e-14,2.1741175910473154e-14,0.9999999000007355,9.999922127253707e-08,Na-HCO3,Na-HCO3,7.622421842515512e-10,3.2502352812366386e-10,0.9999995717211402,4.2719159391551007e-07,0.0012727860499150544,0.0025158310846505926,0.9899549159724028,0.006256466893031757,Na-HCO3,Na-HCO3,3.551488823799419e-14,1.2715207031559486e-14,0.9999999499999344,5.0000017473676395e-08,2.2544502331368434e-14,2.203196867354166e-14,0.9999999000030304,9.99969251201553e-08,Na-HCO3,Na-HCO3
109,DLTAB2418-151017,32.47,32.56,184.5,1.774,5.2116,22.4611,482.56,24.96,0.810170168,1.339642049,8.025308899,0.045372817,0.054255850999999994,0.633599436,7.908745247000001,0.415944541,Na-HCO3,0.008412388,0.02022737,0.971360242,0.002716127,0.000135492,0.010350516,0.989513992,0.428118506,Na-HCO3,Na-HCO3,1.9220442141814665e-05,1.9196480140609443e-11,0.9999807795332237,5.437989035101512e-12,3.5954759901902014e-12,2.1318588429548513e-12,0.9999999999929641,1.3085928404539395e-12,Na-HCO3,Na-HCO3,1.5456659209628366e-14,2.8164887609216092e-14,0.9999999666666107,3.3333345538007554e-08,1.3744327539569926e-14,2.94531718776141e-14,0.9999999499950514,5.000490546001209e-08,Na-HCO3,Na-HCO3,1.537953158998968e-08,2.4481770664512243e-08,0.999999918611572,4.1527125748975326e-08,1.5289403303114088e-12,3.356229942613059e-12,0.9999998986910111,1.0130410356456344e-07,Na-HCO3,Na-HCO3,1.5456107076500605e-14,2.816446168080446e-14,0.9999999666666107,3.333334553800756e-08,1.3746536445811081e-14,2.946054731779116e-14,0.9999999499826401,5.0017316709319166e-08,Na-HCO3,Na-HCO3
110,DLTAB2453M1-290418,2.266,1.636,92.25,1.568,6.3253,20.0576,128.865,59.64,0.056539747,0.067311253,4.01265445,0.040104045,0.06585012900000001,0.565799718,2.11198702,0.993867484,Na-HCO3,0.000856695,0.00109023,0.998053075,0.090974906,0.0006695280000000001,0.087380247,0.911950225,0.582324954,Na-HCO3,Na-HCO3,0.002586500687708914,9.59382986446272e-18,0.9974134993122786,1.23821565939387e-14,5.49597663151058e-12,4.263832830978696e-09,0.9999968350200048,3.160710666472968e-06,Na-HCO3,Na-HCO3,1.5749188480074787e-14,2.838261790290026e-14,0.9999999666601704,3.3339785382248585e-08,1.9593861039269657e-14,2.0993481510892218e-14,0.9999998999999294,1.000000299469211e-07,Na-HCO3,Na-HCO3,1.068247059651424e-13,8.963380365958012e-14,0.9999999631391443,3.686065916174675e-08,1.283206953985446e-05,1.456099440141803e-05,0.995588961958206,0.004383644977852802,Na-HCO3,Na-HCO3,2.958992208885499e-14,1.589089432161193e-14,0.9999999666665832,3.3333371427802123e-08,3.252654828105347e-14,3.485022440886806e-14,0.9999998273699445,1.7262998813572373e-07,Na-HCO3,Na-HCO3
111,DLTAB2487-310814,32.68,12.37,21.88,5.545,33.07,41.6,167.2,39.8,0.8154099509999999,0.508948776,0.95172769,0.14182202300000002,0.34427833799999996,1.17348378,2.740264849,0.663244901,Na-HCO3,0.41951874200000006,0.16119937,0.419281888,0.02274656,0.012859613,0.174229238,0.812911149,0.200983385,Ca-HCO3,Ca-Na-HCO3-Cl,0.9712959351430727,0.00012340224031446158,0.02738503284328759,0.0011956297733252742,3.126086343557166e-16,5.754231979223026e-12,0.9999999999942404,5.056678161359121e-15,Ca-HCO3,Ca-HCO3,0.0032994990817698596,4.994588133192417e-08,0.9967004176261823,3.334616662350062e-08,1.3743457641718758e-14,2.945026617877615e-14,0.9999999499999392,5.00000174736765e-08,Na-HCO3,Na-HCO3,0.46361550045333566,0.00491245224964611,0.5314504760048263,2.1571292192009605e-05,8.34664894606097e-10,1.7891667414476088e-09,0.9999998079349504,1.8944121805218197e-07,Na-HCO3,Na-Ca-HCO3,0.9999861442087009,5.009415554033662e-08,1.3772363802982066e-05,3.333334052943026e-08,1.3743457641718758e-14,2.945026617877615e-14,0.9999999499999392,5.00000174736765e-08,Ca-HCO3,Ca-HCO3
